"letter","synapses","sex","treatment","time","ID","P1","P2","X","Y","age","animal","category","cell","r_a"
"BO","Glutamate","Male","HNMPA",12.16666667,"23714010",-17.54760742,-68.81713867,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",12.25,"23714010",-14.69662285,-50.70736694,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",12.33333333,"23714010",-14.85724163,-45.37482071,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",12.41666667,"23714010",-27.53809929,-36.69337082,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",12.5,"23714010",-19.94082832,-16.88907051,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",12.58333333,"23714010",-14.14248848,-58.69815063,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",12.66666667,"23714010",-51.51848984,-30.15618515,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",12.75,"23714010",-17.16212273,-22.04493523,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",12.83333333,"23714010",-53.51016235,-25.43399239,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",12.91666667,"23714010",-15.20257282,-38.39593124,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",13,"23714010",-26.39770508,-17.24243164,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",13.08333333,"23714010",-12.10262871,-52.38583374,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",13.16666667,"23714010",-13.28317738,-43.19040298,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",13.25,"23714010",-10.97829723,-51.87185287,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",13.33333333,"23714010",-14.92148972,-15.53184128,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",13.41666667,"23714010",-30.70228958,-19.71596146,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",13.5,"23714010",-15.67639828,-36.42835236,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",13.58333333,"23714010",-23.30579185,-22.69544029,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",13.66666667,"23714010",-19.56337357,-39.09462357,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",13.75,"23714010",-34.73382187,-14.59222126,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",13.83333333,"23714010",-15.90126419,-19.56337357,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",13.91666667,"23714010",-16.27871895,-19.33047676,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",14,"23714010",-13.17074394,-49.7918396,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",14.08333333,"23714010",-52.38583374,-28.5821209,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",14.16666667,"23714010",-14.13445759,-22.67937851,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",14.25,"23714010",-21.83613014,-72.49530792,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",14.33333333,"23714010",-17.88490677,-39.85756302,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",14.41666667,"23714010",-15.74064541,-43.81681824,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",14.5,"23714010",-24.66302109,-13.06634235,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",14.58333333,"23714010",-11.60471058,-7.942601204,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",14.66666667,"23714010",-27.83524323,-14.40750885,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",14.75,"23714010",-22.01281166,-39.71300507,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",14.83333333,"23714010",-14.37538528,-69.30702972,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",14.91666667,"23714010",-43.02175522,-34.47683334,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",15,"23714011",-39.83346939,-12.36765003,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",15.08333333,"23714011",-14.99376774,-22.31798744,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",15.16666667,"23714011",-21.50686073,-10.52053356,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",15.25,"23714011",-13.88549805,-13.88549805,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",15.33333333,"23714011",-35.81800079,-40.70081329,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",15.41666667,"23714011",-13.90959072,-13.90959072,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",15.5,"23714011",-15.53987217,-13.70881748,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",15.58333333,"23714011",-18.02946472,-37.56071472,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",15.66666667,"23714011",-16.52767754,-17.74838066,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",15.75,"23714011",-21.86825371,-73.13778687,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",15.83333333,"23714011",-35.06309128,-27.73887253,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",15.91666667,"23714011",-18.00537109,-29.60205078,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",16,"23714011",-25.32958984,-46.08154297,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",16.08333333,"23714011",-22.60710144,-19.55534363,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",16.16666667,"23714011",-18.45510292,-14.7929945,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",16.25,"23714011",-60.6577034,-36.2436409,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",16.33333333,"23714011",-36.43638229,-13.85337448,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",16.41666667,"23714011",-23.91614342,-36.12317657,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",16.5,"23714011",-15.7968626,-13.35545635,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",16.58333333,"23714011",-24.10085487,-46.68386459,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",16.66666667,"23714011",-22.83999825,-38.70913696,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",16.75,"23714011",-38.49230194,-35.44054413,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",16.83333333,"23714011",-16.89710045,-12.0142889,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",16.91666667,"23714011",-19.34653854,-53.52622604,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",17,"23714011",-58.48934937,-38.3477478,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",17.08333333,"23714011",-16.07794571,-39.27130508,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",17.16666667,"23714011",-16.4634304,-45.14995193,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",17.25,"23714011",-14.37538528,-64.42421722,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",17.33333333,"23714011",-15.43546963,-47.17375183,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",17.41666667,"23714011",-15.77276897,-35.91437149,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",17.5,"23714011",-17.7162571,-22.5990696,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",17.58333333,"23714011",-15.74064541,-13.90959072,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",17.66666667,"23714011",-15.13832474,-43.21449661,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",17.75,"23714011",-26.83940697,-43.31889725,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",17.83333333,"23714011",-26.01222038,-23.57081413,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",17.91666667,"23714011",-21.45064545,-22.06099701,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",18,"23714011",-32.16392136,-36.43638229,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",18.08333333,"23714011",-16.26265717,-50.44234467,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",18.16666667,"23714011",-27.47385216,-23.20139122,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",18.25,"23714011",-15.72458363,-41.96969986,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",18.33333333,"23714011",-14.96967506,-36.94233322,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",18.41666667,"23714011",-17.74838066,-44.60385132,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",18.5,"23714011",-11.56455612,-62.22373581,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",18.58333333,"23714011",-36.20348358,-31.93102455,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",18.66666667,"23714011",-14.66449928,-50.06489182,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",18.75,"23714011",-55.89535522,-14.39144707,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",18.83333333,"23714011",-37.14310455,-25.54642487,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",18.91666667,"23714011",-17.31471062,-53.93580246,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",19,"23714011",-15.96551228,-44.65203476,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",19.08333333,"23714011",-52.60266876,-29.40930748,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",19.16666667,"23714011",-49.10117722,-27.12852097,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",19.25,"23714011",-12.56842327,-71.16217041,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",19.33333333,"23714011",-18.74421692,-23.62702942,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",19.41666667,"23714011",-64.73741913,-13.46788883,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",19.5,"23714011",-14.23885918,-47.80819702,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",19.58333333,"23714011",-19.78020859,-28.93548203,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",19.66666667,"23714011",-15.2266655,-32.31650925,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",19.75,"23714011",-15.05801582,-35.80996704,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",19.83333333,"23714011",-38.02650833,-11.78139114,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",19.91666667,"23714011",-28.53393555,-27.92358398,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",20,"23714012",-16.90513229,-63.90220261,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",20.08333333,"23714012",-13.45182705,-21.38639832,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",20.16666667,"23714012",-52.40992355,-15.78883076,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",20.25,"23714012",-16.09400749,-13.04224873,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",20.33333333,"23714012",-31.11989784,-23.79567909,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",20.41666667,"23714012",-15.34712982,-29.38521576,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",20.5,"23714012",-17.98930931,-56.44145584,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",20.58333333,"23714012",-16.68026543,-49.02890015,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",20.66666667,"23714012",-15.97354317,-33.06338501,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",20.75,"23714012",-14.77693272,-56.89118958,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",20.83333333,"23714012",-13.44379616,-9.17133522,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",20.91666667,"23714012",-13.20286846,-51.65501785,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",21,"23714012",-16.0377903,-51.43818283,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",21.08333333,"23714012",-13.9256525,-16.97741127,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",21.16666667,"23714012",-38.25940704,-43.14221954,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",21.25,"23714012",-30.83078575,-11.90988636,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",21.33333333,"23714012",-28.61424446,-40.21092606,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",21.41666667,"23714012",-23.46641159,-26.5181694,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",21.5,"23714012",-14.75284004,-11.09073067,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",21.58333333,"23714012",-28.69455528,-40.90158463,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",21.66666667,"23714012",-23.81174278,-47.00510025,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",21.75,"23714012",-16.23856354,-14.40750885,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",21.83333333,"23714012",-19.07348633,-49.59106445,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",21.91666667,"23714012",-19.12167168,-11.18710136,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",22,"23714012",-14.91345882,-13.6927557,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",22.08333333,"23714012",-16.90513229,-30.33286667,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",22.16666667,"23714012",-18.40691757,-12.91375446,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",22.25,"23714012",-11.70911312,-45.88880157,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",22.33333333,"23714012",-15.98157406,-62.36829376,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",22.41666667,"23714012",-17.49139023,-25.42596054,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",22.5,"23714012",-13.9818697,-9.099057198,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",22.58333333,"23714012",-48.80403137,-29.27278137,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",22.66666667,"23714012",-15.28288174,-42.13835144,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",22.75,"23714012",-18.02143288,-22.29389381,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",22.83333333,"23714012",-15.20257282,-34.73382187,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",22.91666667,"23714012",-41.68058777,-18.48722839,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",23,"23714012",-36.54881668,-12.74510479,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",23.08333333,"23714012",-21.12137604,-26.00418854,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",23.16666667,"23714012",-14.77693272,-5.621659279,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",23.25,"23714012",-33.89860535,-24.13298035,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",23.33333333,"23714012",-16.66420364,-48.40248489,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",23.41666667,"23714012",-22.98455429,-42.51580429,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",23.5,"23714012",-15.32303619,-59.87870026,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",23.58333333,"23714012",-32.34060287,-14.64040661,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",23.66666667,"23714012",-19.4348793,-10.88995647,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",23.75,"23714012",-28.49378014,-19.94885826,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",23.83333333,"23714012",-15.27485085,-21.98871803,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",23.91666667,"23714012",-34.90247345,-19.03333092,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",24,"23714012",-26.05237389,-46.80432892,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",24.08333333,"23714012",-25.65082741,-14.05414772,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",24.16666667,"23714012",-13.27514648,-9.613037109,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",24.25,"23714012",-40.67671967,-20.5351181,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",24.33333333,"23714012",-12.74510479,-9.693346977,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",24.41666667,"23714012",-19.99704552,-5.348607063,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",24.5,"23714012",-14.1264267,-11.07466888,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",24.58333333,"23714012",-13.12255859,-76.59912109,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",24.66666667,"23714012",-14.65646839,-9.773655891,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",24.75,"23714012",-15.87717152,-29.30490685,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",24.83333333,"23714012",-26.15677643,-13.94974518,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",24.91666667,"23714012",-14.67253017,-61.05924988,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",25,"23714013",-10.48841,-30.6300106,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",25.08333333,"23714013",-50.24156952,-19.11364174,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",25.16666667,"23714013",-9.797748566,-28.10829544,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",25.25,"23714013",-8.167468071,-57.60594559,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",25.33333333,"23714013",-29.55386543,-18.56753731,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",25.41666667,"23714013",-12.03035069,-52.31355286,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",25.5,"23714013",-9.107088089,-54.88345337,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",25.58333333,"23714013",-8.320055962,-41.27904129,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",25.66666667,"23714013",-31.93905449,-31.93905449,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",25.75,"23714013",-9.356046677,-39.26327515,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",25.83333333,"23714013",-31.85071373,-20.25403404,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",25.91666667,"23714013",-8.432488441,-32.84654999,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",26,"23714013",-8.42445755,-29.17641068,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",26.08333333,"23714013",-6.456877232,-40.63656616,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",26.16666667,"23714013",-31.82662201,-21.45064545,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",26.25,"23714013",-25.53036308,-15.15438652,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",26.33333333,"23714013",-16.17431641,-52.18505859,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",26.41666667,"23714013",-27.08033562,-60.03931808,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",26.5,"23714013",-9.70940876,-15.81292439,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",26.58333333,"23714013",-7.934570313,-68.359375,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",26.66666667,"23714013",-8.496736526,-32.91079712,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",26.75,"23714013",-10.56068802,-38.63685989,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",26.83333333,"23714013",-7.380435467,-19.58746719,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",26.91666667,"23714013",-14.20673561,-10.54462624,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",27,"23714013",-14.83314896,-25.20912552,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",27.08333333,"23714013",-26.29330254,-10.42416191,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",27.16666667,"23714013",-14.70465374,-11.04254436,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",27.25,"23714013",-10.23141956,-57.22848892,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",27.33333333,"23714013",-35.29598999,-23.08895683,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",27.41666667,"23714013",-11.17103958,-13.61244583,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",27.5,"23714013",-3.47739768,-18.73618698,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",27.58333333,"23714013",-7.39649725,-40.96583176,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",27.66666667,"23714013",-50.08898163,-34.83019257,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",27.75,"23714013",-21.00091171,-19.16985703,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",27.83333333,"23714013",-6.906610012,-14.84117985,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",27.91666667,"23714013",-34.13150024,-16.43130684,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",28,"23714013",-7.757889748,-16.91316223,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",28.08333333,"23714013",-29.88313293,-15.84504795,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",28.16666667,"23714013",-35.71359634,-25.33762169,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",28.25,"23714013",-34.54911041,-66.89774323,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",28.33333333,"23714013",-8.609169006,-31.80252838,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",28.41666667,"23714013",-13.05831146,-30.75850677,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",28.5,"23714013",-9.717439651,-50.61099243,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",28.58333333,"23714013",-7.725765705,-15.04998493,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",28.66666667,"23714013",-6.095484734,-54.31325912,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",28.75,"23714013",-27.63446999,-9.323923111,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",28.83333333,"23714013",-7.757889748,-25.45808411,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",28.91666667,"23714013",-5.356637955,-47.47089767,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",29,"23714013",-31.03958893,-15.1704483,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",29.08333333,"23714013",-7.107383251,-6.497031689,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",29.16666667,"23714013",-6.826300144,-52.60266876,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",29.25,"23714013",-63.74158478,-30.17224693,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",29.33333333,"23714013",-12.52023792,-69.2829361,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",29.41666667,"23714013",-18.47116661,-34.95065689,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",29.5,"23714013",-10.35991478,-33.55327225,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",29.58333333,"23714013",-31.39295006,-26.51013756,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",29.66666667,"23714013",-35.41645432,-28.70258522,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",29.75,"23714013",-28.57409096,-46.27428436,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",29.83333333,"23714013",-23.15320396,-45.12586212,NA,NA,32,27,2,"27.2.1",NA
"BO","Glutamate","Male","HNMPA",29.91666667,"23714013",-7.500899315,-17.87687683,NA,NA,32,27,2,"27.2.1",NA
